name,latitude,longitude,district,pedestrian_traffic_estimate,metro_passenger_flow,distance_to_metro,public_transport_stops_count,cafes_300m,cafes_1km,average_competitor_rating,population_density,median_income,office_density,average_rent_m2,available_commercial_spaces,rating
Кофе Хауз,55.7464387,37.682339,Moscow,868,68000,1923.263100235974,85,11,29,,9344,86884,44,1800,7,4.3
Сити Пицца,55.8114652,37.6533026,Moscow,518,94000,3944.977508205073,85,0,12,,9706,70584,14,2100,10,4.3
Bella Vita,55.8199096,37.7005993,Moscow,316,94000,5653.526482156279,85,1,5,,10566,72659,12,3500,8,3.9
Scrocchiarella,55.7586794,37.639607,Moscow,1284,85000,581.6251777280007,85,28,201,,13224,109101,33,1800,3,4.6
Bamboo суши,55.6719742,37.4464828,Moscow,430,79000,10921.16555691663,85,2,7,,14739,119050,46,2400,14,4.5
Пицца Паоло,55.6716912,37.4459896,Moscow,1345,79000,10965.2673380606,85,2,7,,14527,92589,17,2300,2,3.6
Unknown,55.7623586,37.7849764,Moscow,811,68000,7966.657805823364,85,1,10,,7470,76938,16,2300,8,4.7
Цех,55.764374,37.5811776,Moscow,539,71000,1415.0025509230254,85,4,80,,12265,89559,39,2300,3,4.2
Кулинария,55.7802009,37.5458436,Moscow,1369,71000,2412.516280438031,85,0,10,,11537,105993,29,1800,7,3.9
Заяц и шляпа,55.8199433,37.7027973,Moscow,1128,94000,5727.212460089916,85,1,5,,8537,117736,41,2400,6,4.6
Good Mood,55.8209562,37.6345143,Moscow,954,54000,5088.703033981013,85,1,14,,14083,116469,36,1900,3,4.6
Кондитерская,55.7587697,37.5575969,Moscow,1393,79000,1706.4075637773192,85,2,72,,9688,126409,27,1950,11,4.6
Даблби,55.761909,37.5625909,Moscow,903,79000,1997.087940464599,85,7,79,,8986,124229,24,1950,0,3.5
Unknown,55.7890607,37.8885653,Moscow,428,94000,14676.594549084737,85,0,9,,5663,78032,18,1700,2,3.9
Кулинарная лавка братьев Караваевых,55.7612427,37.6326927,Moscow,856,85000,694.4227999698597,85,32,216,,5934,111604,18,3500,9,4.0
Шоколадница,55.6782731,37.4682236,Moscow,1037,79000,9495.62058975231,85,0,5,,13985,62110,44,2300,2,4.1
Кальян,55.6838528,37.6215089,Moscow,986,62000,5331.603747747203,85,6,15,,9112,101199,14,2400,11,4.2
Пивной дворик,55.6599601,37.5159251,Moscow,876,79000,9837.719013707852,85,1,12,,12441,86243,38,3500,9,4.0
Unknown,55.8310015,37.3757199,Moscow,305,71000,14334.61572188601,85,0,8,,13441,103794,35,2300,0,4.7
Meet Bar,55.8210035,37.3702455,Moscow,609,71000,14227.970986363764,85,4,27,,14924,113694,33,3500,6,4.4
Del gusto,55.7015213,37.4227865,Moscow,374,79000,10081.117580135724,85,0,1,,14146,84347,40,2100,12,4.5
Cofix,55.7568131,37.6212521,Moscow,1256,89000,329.2802412447419,85,15,143,,7532,72184,48,1800,5,3.7
Кировакан,55.7717607,37.8653527,Moscow,1483,68000,13074.98831200948,85,2,10,,11388,112317,18,3500,0,4.3
Территория Кофе,55.7871847,37.5799222,Moscow,1103,71000,1160.8372354632554,85,8,66,,7046,120787,27,2400,10,4.5
София,55.7902028,37.8816773,Moscow,496,94000,14261.371453235823,85,1,10,,6143,101536,10,1800,3,3.9
Евразия,55.7922415,37.8881307,Moscow,268,94000,14688.242426503377,85,1,9,,11608,96294,48,2000,4,4.5
Хинкали-Гали,55.8185205,37.7102243,Moscow,660,94000,5854.020335174898,85,0,6,,5118,90949,46,1800,5,4.2
Коворкафе,55.8053933,37.585398,Moscow,868,54000,3112.905806489581,85,31,76,,14666,127241,40,2300,7,4.6
Шоколадница,55.607557,37.5326606,Moscow,710,62000,15206.003161856155,85,5,16,,13786,73468,29,3500,5,3.6
Lavazza,55.7962965,37.6167879,Moscow,541,54000,2133.9654551083336,85,3,29,,5244,117885,32,2000,13,3.5
Газ Мяс,55.5514969,37.6835347,Moscow,308,62000,20172.33490595736,85,0,2,,7405,69150,41,1800,2,3.9
Загорье,55.5716086,37.6687326,Moscow,409,62000,17834.981685447747,85,0,0,,10134,77927,15,1800,6,4.2
Шоколадница,55.5696432,37.578294,Moscow,877,62000,18316.21690679543,85,2,5,,13353,107204,11,1800,10,4.8
Шоколадница,55.6379785,37.6567341,Moscow,1064,62000,10417.230064915128,85,2,9,,10525,100653,45,1700,9,4.5
Корифей,55.7040301,37.6916289,Moscow,628,62000,4549.802978378932,85,3,17,,11171,87553,38,2000,0,4.8
Встреча,55.6167344,37.5091198,Moscow,858,79000,14578.474633849844,85,6,7,,14583,66186,15,2300,11,4.7
Пан Запекан,55.7823334,37.7085459,Moscow,1378,94000,3421.7091766967824,85,12,53,,10785,125173,44,2000,13,3.8
Food Room,55.6344516,37.4311671,Moscow,754,79000,14790.13630660576,85,12,16,,14487,91393,27,1950,7,4.8
Шоколадница,55.6624668,37.4814796,Moscow,598,79000,10467.981615358143,85,5,10,,11813,94224,44,1950,6,3.6
Secret Draft beer,55.7107234,37.5087059,Moscow,631,79000,5110.473301573385,85,1,19,,11800,110216,16,2000,14,4.6
Rich Lounge,55.6847217,37.4795199,Moscow,690,79000,8492.10751178971,85,0,5,,12144,112428,37,1900,6,4.0
Surf Coffee,55.7383488,37.6301639,Moscow,628,62000,922.4415623794556,85,13,147,,8062,96772,20,2400,3,3.7
Айва,55.7991124,37.5335426,Moscow,518,71000,3999.638416963754,85,12,47,,11046,107243,19,2300,6,4.6
Rockberry,55.7975219,37.5197922,Moscow,1299,71000,4617.600792656883,85,5,57,,13601,124391,42,1800,0,3.7
Торнадо,55.7094529,37.6223574,Moscow,1297,62000,2565.4336747799557,85,30,65,,6581,115165,41,2100,14,4.1
Груша,55.6344792,37.4315459,Moscow,691,79000,14774.15180838477,85,12,16,,13984,112010,30,2100,1,4.2
Миллениум,55.7685348,37.6245483,Moscow,1288,77000,1225.0402350948834,85,12,171,,11586,118373,18,3500,10,4.2
ТаБаТа,55.8195218,37.4635002,Moscow,933,71000,8892.806893747247,85,0,2,,11924,129904,33,2100,14,3.9
Wonjo,55.6346762,37.4309174,Moscow,1143,79000,14778.454921669689,85,12,16,,6188,105668,44,1700,14,3.9
Pasta Deli,55.6341664,37.4319434,Moscow,499,79000,14788.789560547822,85,12,16,,6435,115055,12,3500,4,4.7
Паскуччи,55.7567164,37.6788059,Moscow,330,68000,1302.208095139415,85,6,30,,10798,90080,10,1950,14,4.0
Столовая,55.8538529,37.5176811,Moscow,483,71000,9497.12858088302,85,0,4,,11082,84313,39,1950,2,3.6
BLAK's,55.6343915,37.4319972,Moscow,413,79000,14766.208395702515,85,12,16,,11170,125377,27,2300,8,3.8
Блиняшка,55.7692939,37.5824357,Moscow,986,71000,862.4466191568658,85,8,116,,9556,65074,42,1800,7,4.3
Территория кофе,55.7694504,37.5827764,Moscow,1413,71000,842.9582573401187,85,9,120,,8217,105396,21,1950,11,3.7
Мадина,55.7381615,37.7168021,Moscow,951,68000,4234.53437132383,85,0,8,,7722,102235,43,2100,6,4.5
Виват Пицца,55.8668959,37.4940753,Moscow,1213,71000,11466.13487430301,85,1,10,,10537,98978,19,1700,2,3.5
White Fox,55.7436573,37.5781359,Moscow,1162,79000,823.0710877150232,85,2,65,,5128,75641,39,2000,13,4.1
Playground.ru,55.7687027,37.5834883,Moscow,230,71000,923.1725782401634,85,8,124,,8844,85636,36,1800,4,4.0
Скалка,55.8563441,37.4945582,Moscow,869,71000,10443.310405670383,85,2,9,,10268,73779,10,2100,7,4.0
Кафе,55.5508915,37.5569805,Moscow,610,62000,20647.131797087433,85,5,13,,10415,73762,38,1800,0,3.5
Камин,55.7734909,37.5838777,Moscow,889,71000,390.26907610155513,85,25,180,,12926,60793,24,2000,7,3.8
White Fox,55.7685179,37.5726997,Moscow,1011,71000,1178.5965129869771,85,3,71,,13486,97296,41,2000,6,4.7
Unknown,55.593188,37.6115632,Moscow,515,62000,15406.825480101772,85,0,10,,13904,114314,21,2000,2,4.1
РОС,55.7716642,37.6037854,Moscow,921,77000,753.8621120286654,85,15,152,,13913,99442,37,3500,11,3.6
"Буфет-бар ""Бутербург""",55.7904102,37.5533279,Moscow,1317,71000,2429.3213869635815,85,1,31,,9693,62146,12,2100,2,4.2
Виталита,55.6956174,37.557383,Moscow,1126,79000,5401.008767708065,85,5,15,,12012,113303,42,2000,8,4.4
Хинкальная,55.6956069,37.5570722,Moscow,1225,79000,5403.925455696528,85,5,16,,11536,91464,22,1950,10,4.3
Импреза,55.8764876,37.7014462,Moscow,1488,94000,11544.151229780982,85,0,9,,7515,107182,31,1700,9,4.2
Адажио,55.8272066,37.5223024,Moscow,1183,71000,6784.912420695916,85,0,6,,14575,120888,21,2000,3,4.4
У Эдуарда,55.6740454,37.5597192,Moscow,440,79000,7785.628454534926,85,2,34,,12097,79514,22,1900,3,3.7
Чайхана,55.6739477,37.5596009,Moscow,1447,79000,7796.800407384925,85,2,33,,11820,77989,43,2100,3,4.0
SEEDS,55.6343144,37.431243,Moscow,897,79000,14800.01666612858,85,12,16,,7605,67491,29,1950,1,4.1
Unknown,55.6843436,37.8898404,Moscow,437,68000,16616.032356755095,85,2,13,,9944,123344,29,2300,7,3.7
Coffee Like,55.7786449,37.6905339,Moscow,728,94000,2241.5681867122416,85,3,54,,7897,116922,15,2100,13,3.7
У камина,55.6279126,37.4372702,Moscow,676,79000,15189.804843723847,85,0,17,,11849,65721,34,2100,9,4.1
Хинкальная Кинто,55.6803811,37.5703632,Moscow,617,62000,7007.911720059304,85,4,36,,11703,115766,32,2400,9,3.7
Марани,55.6715729,37.5549271,Moscow,1373,79000,8078.212162165758,85,5,26,,6832,91318,31,1700,2,4.6
Верона,55.7343767,37.6616778,Moscow,1000,62000,1590.0164503362198,85,11,77,,9169,85070,22,3500,10,4.3
Тирольские пироги,55.7328635,37.6639478,Moscow,1192,62000,1699.879276078928,85,11,67,,9390,106050,15,3500,12,3.6
Тесто,55.8182762,37.5735996,Moscow,1262,71000,4635.5126798808615,85,3,14,,14719,93279,44,1900,13,4.4
Шоколадница,55.8184075,37.5738876,Moscow,1072,71000,4647.486169984408,85,3,12,,13355,105805,40,1800,3,4.1
Рич Бро,55.7393594,37.6136048,Moscow,886,62000,1734.7101692013473,85,12,101,,6671,101912,18,2400,3,3.7
Unknown,55.8179854,37.6301174,Moscow,1104,54000,4677.669778548215,85,0,21,,13810,106470,10,2100,6,4.5
"Алло, пицца",55.6645014,37.4688752,Moscow,755,79000,10696.49375274471,85,1,9,,13106,77272,26,2300,9,4.7
Хинкальная,55.7918174,37.8862423,Moscow,466,94000,14565.379511527504,85,1,9,,14311,107067,20,2100,7,4.5
Кафе-столовая «Пора обедать»,55.654689,37.5406816,Moscow,404,79000,10047.162656901563,85,4,19,,11446,87296,47,2100,9,4.4
Prime,55.8668422,37.4010356,Moscow,737,71000,15179.64061767676,85,3,13,,9784,106678,27,2100,11,4.3
Unknown,55.8799671,37.4815777,Moscow,1402,71000,13115.185264523365,85,2,7,,6524,117022,41,3500,5,4.3
Unknown,55.7540838,37.7498729,Moscow,493,68000,5757.823778496215,85,7,20,,5498,107624,47,1900,1,3.7
Unknown,55.7543917,37.7509244,Moscow,936,68000,5821.686198816828,85,9,19,,11378,115617,17,3500,13,3.9
Unknown,55.7545275,37.7500339,Moscow,1296,68000,5765.2859512855075,85,10,20,,14963,87801,14,1900,9,4.8
Unknown,55.7564605,37.7510802,Moscow,946,68000,5824.360425735063,85,9,19,,9369,105779,24,2400,14,4.2
Presnja,55.763645,37.5658882,Moscow,1076,71000,1867.7881289529528,85,21,77,,14595,86869,47,1900,1,4.5
Лесная Чайная высота,55.6716526,37.3756304,Moscow,405,79000,14334.054809958478,85,0,0,,8556,126208,24,1800,4,3.9
Resto7,55.6187057,37.7501963,Moscow,1112,62000,14362.78695041303,85,0,3,,9453,102909,22,2100,7,4.2
Штолле,55.8920643,37.4396289,Moscow,616,71000,15651.72440043989,85,1,19,,12958,96127,16,1800,4,3.9
Меркато,55.7973254,37.6746038,Moscow,413,94000,2669.3118856473343,85,0,18,,6570,107310,12,2400,10,3.6
Тирольские пироги,55.7727744,37.5909851,Moscow,306,71000,641.573493297789,85,16,213,,9632,84720,10,2100,9,3.8
Veranda,55.7266512,37.5961064,Moscow,1254,62000,2605.814304449432,85,3,40,,8907,98321,40,2100,5,4.0
Шоколадница,55.7290513,37.6115117,Moscow,520,62000,1610.5444451364606,85,10,85,,14363,96114,41,1800,6,3.7
Smart Food,55.7947048,37.7122263,Moscow,929,94000,4138.62734257334,85,7,32,,9595,124272,35,2100,8,4.2
Coffeeport,55.7950874,37.7129171,Moscow,1303,94000,4197.360582753372,85,7,32,,6943,105459,31,2000,8,4.7
Well's Home Cafe,55.7735986,37.4719175,Moscow,1272,79000,6689.524488008596,85,3,15,,9207,83523,29,2300,14,4.3
Stoleshnikov,55.6342169,37.4322082,Moscow,1204,79000,14774.793330318218,85,12,16,,8270,105663,10,2300,11,4.6
Папа Джонс,55.7768093,37.4588227,Moscow,1185,79000,7578.7773475354,85,0,14,,14200,102804,46,2000,7,3.5
Райский пирожок,55.7780597,37.6330588,Moscow,490,94000,1391.134287752936,85,16,72,,14154,113620,33,2300,5,4.7
Даблби,55.7290021,37.5585695,Moscow,261,79000,1715.590620658646,85,3,40,,8066,90138,20,2400,0,4.5
Paul,55.7354292,37.6425724,Moscow,607,62000,603.552561525472,85,16,124,,8061,115689,43,2400,2,3.6
Coffeeport,55.7865221,37.5947856,Moscow,418,54000,950.3123341854924,85,7,167,,7589,72203,38,1800,9,4.3
Gustatore,55.7935889,37.5605127,Moscow,486,71000,2357.78170852341,85,8,30,,7249,64978,42,1950,1,4.5
Выпечка из тандыра,55.6498254,37.4102294,Moscow,524,79000,14273.241876521111,85,1,10,,12233,127190,24,2100,14,4.5
Буфет Паштет,55.760781,37.6512565,Moscow,696,68000,595.6303257219846,85,26,171,,7102,129981,31,2400,14,4.4
Unknown,55.7037369,37.4152416,Moscow,854,79000,10392.147644678073,85,0,3,,10794,101590,22,1700,1,4.1
Корпоративное кафе,55.7453482,37.706233,Moscow,1123,68000,3284.700527772775,85,3,37,,11742,86959,30,2400,3,3.8
Де Марко,55.6868494,37.5731776,Moscow,800,62000,6331.48199837186,85,5,32,,8975,82621,40,1700,10,4.1
Unknown,55.7054701,37.7254994,Moscow,1383,62000,6227.55404072713,85,1,10,,12273,73009,30,1700,2,3.6
Ирина,55.7138858,37.597313,Moscow,996,62000,3130.2890836114016,85,1,39,,7665,125244,34,1950,6,3.6
Wooden Door,55.7618887,37.6322174,Moscow,1204,85000,767.5519344859209,85,33,210,,13816,119017,41,3500,6,4.6
Unknown,55.6527894,37.4758101,Moscow,1179,79000,11580.153772570717,85,1,4,,10025,68059,20,1900,13,4.6
Unknown,55.6114934,37.7304532,Moscow,939,62000,14523.31979261753,85,2,11,,12203,77325,27,2100,10,3.8
Гранат,55.5992843,37.7381136,Moscow,524,62000,15960.072521332426,85,1,14,,9102,108576,29,2300,6,3.9
Jazzve,55.6899187,37.6028876,Moscow,461,62000,5043.162186691289,85,6,12,,12852,79465,24,1800,13,4.0
Гончаровъ,55.6445987,37.6543986,Moscow,1250,62000,9669.083989578758,85,1,8,,7614,79373,27,1900,6,4.7
Cezve Coffee,55.630511,37.51701,Moscow,753,79000,12972.967474038875,85,3,9,,7898,85295,21,2400,11,3.6
RibsBurger,55.6303262,37.516866,Moscow,918,79000,12995.05145606361,85,3,9,,9835,79887,23,2300,14,3.7
Кофе Хауз,55.6560029,37.5422884,Moscow,442,79000,9887.782104329455,85,4,17,,11560,119429,26,1950,7,3.8
Му-му,55.6181687,37.5071374,Moscow,224,79000,14454.384112799376,85,6,8,,8157,125708,31,2400,8,4.4
Cafetera,55.8369921,37.4814654,Moscow,802,71000,9249.531732817122,85,0,19,,6669,89874,10,2100,12,4.0
Kitchen,55.8938657,37.3896121,Moscow,322,71000,17782.172670392603,85,2,6,,14123,116739,18,1950,8,4.2
Кофе Хаус,55.6411571,37.529928,Moscow,932,79000,11644.94132603054,85,4,19,,11914,79486,22,3500,11,3.9
столовая-пельменная,55.8852635,37.5059379,Moscow,268,71000,12987.991116944499,85,0,0,,12870,108087,44,3500,5,4.5
Марков Двор,55.6515529,37.5080945,Moscow,824,79000,10880.59317338291,85,8,20,,11839,116569,16,2300,7,4.5
Марков Двор,55.6551687,37.5220489,Moscow,1478,79000,10237.69468981458,85,1,20,,11714,97590,45,2300,11,4.0
Шоколадница,55.6712635,37.5546229,Moscow,277,79000,8114.0160949188685,85,6,25,,14099,75535,38,2000,13,4.2
Nespresso,55.6919525,37.5289196,Moscow,314,79000,6212.963174018555,85,5,24,,8360,103944,17,1900,6,4.0
Кушон,55.7227999,37.6909622,Moscow,930,62000,3499.8726990775604,85,4,13,,13771,123987,19,2300,2,4.5
Кофе Хауз,55.6166759,37.7154808,Moscow,1372,62000,13631.496055070305,85,1,12,,5541,97068,15,2100,13,4.6
Пион,55.7979259,37.66932,Moscow,914,94000,2597.2417195958737,85,0,9,,5606,76093,19,1800,12,4.2
СушиStore,55.8718334,37.6838983,Moscow,1049,94000,10807.986328241854,85,3,9,,13132,89394,40,1700,4,4.6
Impress,55.7804294,37.5701215,Moscow,1182,71000,947.9715549651604,85,4,52,,8021,78874,46,1900,13,3.5
Минутка,55.7198386,37.6481015,Moscow,358,62000,1422.5273124838604,85,2,40,,7601,93879,44,1700,4,3.7
Unknown,55.6873103,37.614913,Moscow,520,62000,5051.279808122238,85,1,20,,14338,108384,47,2400,11,3.9
Stars Coffee,55.7900238,37.5308512,Moscow,705,71000,3625.081619246156,85,8,25,,10623,117418,31,2400,11,4.6
Шоколадница,55.7902463,37.5339119,Moscow,793,71000,3460.9345253572856,85,8,26,,7216,84571,41,1900,7,4.8
Coffee,55.8423399,37.3728342,Moscow,853,71000,15062.813334694156,85,3,15,,5008,100308,14,1800,8,4.1
Пончики,55.6974913,37.7664476,Moscow,637,62000,8923.509083398752,85,2,18,,10172,94588,15,2300,11,4.5
"Чайхана ""В гости""",55.611477,37.7195129,Moscow,209,62000,14262.02436297596,85,2,12,,13741,108231,34,2300,8,4.0
Курочка с нами,55.6778473,37.4743038,Moscow,866,79000,9294.536178573511,85,2,6,,12035,121042,17,1800,11,4.3
Unknown,55.8941816,37.5028158,Moscow,541,71000,13981.417617268002,85,1,2,,7086,95336,19,2000,11,3.6
Самарканд,55.9088178,37.5587027,Moscow,1454,54000,14685.98275737786,85,0,0,,9314,86277,12,1950,11,4.3
Unknown,55.716511,37.8479467,Moscow,1224,68000,12714.860196072894,85,0,2,,13485,111777,29,1700,9,3.8
Кулинарная лавка братьев Караваевых,55.7788298,37.6000635,Moscow,1361,54000,122.56828667598455,85,32,207,,10522,115772,39,1700,11,3.5
Wild Bean Cafe,55.5252825,37.5778166,Moscow,1109,62000,23174.497437718805,85,0,1,,13030,64435,33,1700,13,4.3
Unknown,55.7695171,37.5228743,Moscow,322,79000,3872.7501995720736,85,1,12,,13755,124999,44,1950,6,4.4
Чайных Дел Мастерская,55.7609557,37.6355068,Moscow,595,85000,680.5639698901165,85,36,215,,9945,68151,46,1800,7,3.7
Чайна клуб,55.7085274,37.7971187,Moscow,364,68000,10242.844017447407,85,2,9,,14278,117356,22,1800,1,4.4
Моя столовая,55.7090606,37.803481,Moscow,248,68000,10553.521094890013,85,2,6,,14794,84394,14,1700,12,4.1
Stars Coffee,55.7339639,37.6671314,Moscow,778,62000,1915.072913490457,85,9,65,,6064,63948,46,1900,7,4.7
Black Milk,55.77048,37.6242631,Moscow,633,77000,1294.755825174274,85,30,136,,12205,129302,46,1950,8,4.6
Menza,55.8093317,37.464309,Moscow,902,71000,8301.004092185722,85,5,11,,7930,113715,24,2000,5,4.7
Уют,55.7783696,37.4940049,Moscow,1461,71000,5630.05036574652,85,0,7,,7753,76513,38,1900,9,4.0
Unknown,55.6188321,37.6541371,Moscow,1395,62000,12518.701371859928,85,0,1,,8725,84344,38,2100,14,3.8
Zoo Парк Экспресс,55.7627854,37.5808484,Moscow,866,72000,1579.258802220703,85,7,78,,10139,117343,24,2000,6,4.7
Шашлычок-24,55.7493841,37.6649603,Moscow,1388,68000,952.2895514351088,85,4,75,,6033,79440,12,1900,12,4.5
Paella Catalana,55.7521732,37.6696959,Moscow,387,68000,907.5662177689682,85,8,68,,9655,94315,18,1900,13,4.6
Cinnabon,55.7500835,37.5931694,Moscow,1258,89000,1622.4908522660296,85,19,122,,14405,115223,49,2100,7,4.5
Jeffrey's Coffee,55.7496882,37.5943864,Moscow,1051,89000,1578.050717461526,85,19,124,,10683,109410,16,1950,10,4.4
Зерно,55.6506295,37.5346756,Moscow,572,79000,10554.80014344561,85,1,20,,10077,96389,28,2300,11,3.5
Loft,55.8049005,37.5896439,Moscow,574,54000,2981.7890712874096,85,16,77,,6181,116550,13,2300,0,4.4
Свои люди,55.774711,37.68619,Moscow,1163,94000,1955.892959065854,85,3,89,,12379,60776,11,2400,4,3.7
Восточная сказка,55.7781125,37.6621212,Moscow,769,94000,503.49589318353856,85,6,83,,13659,88626,13,1700,7,4.6
Meat me,55.7217997,37.6106186,Moscow,1265,62000,1943.0910873091775,85,15,58,,10566,87977,24,1800,6,4.8
Натахтари,55.7696871,37.6324006,Moscow,953,94000,1578.175308525853,85,17,167,,5643,83366,38,1800,7,3.9
Unknown,55.7642921,37.5742852,Moscow,813,71000,1538.1640804418614,85,2,67,,13115,118049,28,2300,6,4.5
Мегрелия,55.7397994,37.6540601,Moscow,1181,62000,1448.470941077866,85,26,104,,5984,122136,43,2300,10,3.8
Даблби,55.7411126,37.6347992,Moscow,369,62000,1132.879090275229,85,10,115,,11762,96357,29,3500,6,3.9
Пан Запекан,55.7462474,37.6548767,Moscow,760,68000,1211.5045263873094,85,15,97,,13607,70008,39,2400,9,4.1
Wild Bean Cafe,55.654909,37.5363823,Moscow,1230,79000,10067.463296878272,85,1,17,,14695,82541,43,2100,5,3.9
Заравшон,55.8426548,37.4957091,Moscow,891,71000,9150.559679994709,85,5,22,,8982,61006,24,1900,14,4.3
Шейкер,55.878966,37.4209108,Moscow,404,71000,15241.538501585148,85,1,6,,7544,121894,29,3500,14,3.6
Prime,55.7425356,37.6521799,Moscow,450,62000,1596.3655141908084,85,18,99,,10994,86007,23,1800,11,4.4
Unknown,55.7679135,37.8473176,Moscow,661,68000,11905.914063415941,85,2,8,,13757,68088,20,2100,0,3.8
Unknown,55.7671111,37.6638902,Moscow,531,94000,1134.0758360093428,85,4,97,,13309,122509,11,1950,4,4.7
